c59320_retnmdl_eda_dataset_v1.opportunity__c,c59320_retnmdl_eda_dataset_v1.ags__c,c59320_retnmdl_eda_dataset_v1.legal_account_name__c,c59320_retnmdl_eda_dataset_v1.account_name,c59320_retnmdl_eda_dataset_v1.sold,c59320_retnmdl_eda_dataset_v1.close_month,c59320_retnmdl_eda_dataset_v1.close_year,c59320_retnmdl_eda_dataset_v1.duration_yrs,c59320_retnmdl_eda_dataset_v1.market,c59320_retnmdl_eda_dataset_v1.segment_sub,c59320_retnmdl_eda_dataset_v1.fundng_ty,c59320_retnmdl_eda_dataset_v1.sic_division,c59320_retnmdl_eda_dataset_v1.dups,c59320_retnmdl_eda_dataset_v1.prebbd_re,c59320_retnmdl_eda_dataset_v1.bbd,c59320_retnmdl_eda_dataset_v1.postbbd_re,c59320_retnmdl_eda_dataset_v1.rnwl_fund
OP-1906376,614429,"Assurance Media, LLC","Assurance Media, LLC",Y,Nov,2017.0,1.083,MD/VA/DC,2-99,ASO,Construction,1,NULL,NULL,0.0605614760803832,DASO
OP-1906377,609789,"ATCS, P.L.C.","ATCS, P.L.C.",Y,Nov,2017.0,3.083,MD/VA/DC,100-249,Guaranteed Cost,Services,1,0.0543042897689625,-0.013577,0.0399900004267693,GC
OP-1906378,606141,Atigeo Corporation,NULL,N,Nov,2017.0,6.083,Pacific Northwest,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1906379,616864,Atlanta Dental Supply,Atlanta Dental Supply,Y,Nov,2017.0,0.083,GA/AL,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.112219976046894,DASO
OP-1906381,609839,"Advanced Technologies and Laboratories International, Inc.","ATL International, Inc.",N,Nov,2017.0,3.083,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.183659024671638,DASO
OP-1906382,612148,"ATR Americas, Inc.","ATR Americas, Inc.",Y,Nov,2017.0,2.083,Florida South,2-99,ASO,Services,1,NULL,NULL,0.0883556047575402,DASO
OP-1906384,606128,"Baron & Budd, PC","Baron & Budd, PC",Y,Nov,2017.0,6.083,Texas North,100-249,ASO,Services,1,NULL,NULL,0.123857476096508,DASO
OP-1906385,608288,"Bar S Services, Inc.","Bar S Services, Inc.",N,Nov,2017.0,4.083,Mountain States,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0399965509824136,DASO
OP-1906386,623829,BCS Incorporated,BCS Incorporated,Y,Nov,2017.0,5.083,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.0802431478887025,DASO
OP-1906447,609892,"Harrison Concrete Construction, Inc.","Harrison Concrete Construction, Inc.",Y,Nov,2017.0,3.083,New England,2-99,ASO,Construction,1,NULL,NULL,0.114266470749866,DASO
OP-1906450,606133,"HB Management Group, Inc.","HB Management Group, Inc.",Y,Nov,2017.0,6.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.0480942786160568,DASO
OP-1906451,617113,"HealthSmart Management Services Organization, Inc.","HealthSmart Management Services Organization, Inc.",N,Nov,2017.0,0.083,California South,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.832084877696645,DASO
OP-1906452,609698,"Hercules Real Estate Services, Inc.","Hercules Real Estate Services, Inc.",Y,Nov,2017.0,3.083,MD/VA/DC,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0440739353750133,DASO
OP-1906547,3335055,City of Memphis,City of Memphis,N,Jan,2018.0,6,Tennessee,O500,ASO,Public_Admin,1,NULL,NULL,-0.390194591862522,ASO
OP-1906607,3331151,UMB Financial Corporation,UMB Financial Corporation,Y,Jan,2018.0,8.917,MidAmerica,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0,ASO
OP-1906608,613562,"Artex, Inc.","Artex, Inc.",Y,Jan,2018.0,2.5,MD/VA/DC,100-249,Guaranteed Cost,Transp_Comms_Electric_Sanitary,1,0.0991385916869025,-0.000127,0.0989990010857582,GC
OP-1906674,3336089,Port of Seattle,Port of Seattle,N,Jan,2018.0,4.917,Pacific Northwest,O500,ASO,Public_Admin,1,NULL,NULL,-1.11022302462516e-16,ASO
OP-1906734,612144,"Eastern Sheet Metal &Plate Work, Inc.","Eastern Sheet Metal &Plate Work, Inc.",Y,Nov,2017.0,2.083,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,0.128166197145489,DASO
OP-1906736,3340373,"Moldex-Metric, Inc.","Moldex-Metric, Inc.",Y,Nov,2017.0,0.083,California South,250-500,Guaranteed Cost,Manufacturing,1,0.135010004043579,0.0,0.135010004043579,GC
OP-1906737,612024,Momentum Capital Partners,NULL,N,Nov,2017.0,2.083,Texas North,2-99,Guaranteed Cost,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1906738,614496,Monsignor Bojnowski Manor,Monsignor Bojnowski Manor,Y,Nov,2017.0,1.083,Connecticut,2-99,ASO,Services,1,NULL,NULL,0.0599503412974953,DASO
OP-1906739,606144,Montgomery Coscia Greilich LLP,Montgomery Coscia Greilich LLP,Y,Nov,2017.0,6.083,Texas North,100-249,ASO,Services,1,NULL,NULL,0.134988020300604,DASO
OP-1906740,617311,Morris Export Crating Company,Morris Export Crating Company,N,Nov,2017.0,0.083,North Texas,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0516910647635107,DASO
OP-1906741,612274,"Mountain Air Mechanical, Inc.","Mountain Air Mechanical, Inc.",Y,Nov,2017.0,2.083,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.1648951402367,DASO
OP-1906744,617118,The Gate Worldwide LLC,MSQ Partners USA Inc.,Y,Nov,2017.0,0.083,NY/NJ,2-99,Guaranteed Cost,Services,1,0.0794185578349991,-0.019058,0.0588469989597797,GC
OP-1906745,3336297,"Multiview, Inc.","Multiview, Inc.",Y,Nov,2017.0,4.167,Texas North,250-500,Shared Returns,Services,1,0.0359111111111112,-0.01,0.025552,SR
OP-1906747,614289,"Murphy Wall Products International, Inc.",Murphy Wall Products International,Y,Nov,2017.0,1.083,Texas North,100-249,ASO,Manufacturing,1,NULL,NULL,0.0703245326925634,DASO
OP-1906748,606131,"Namaste Solar Electric, Inc.","Namaste Solar Electric, Inc.",Y,Nov,2017.0,6.083,Mountain States,100-249,ASO,Construction,1,NULL,NULL,0.0187474399233587,DASO
OP-1906751,3339293,National Holdings Corporation,National Holdings Corporation,Y,Nov,2017.0,1.083,Florida South,250-500,Minimum Premium,Finance_Insur_RlEstate,1,0.0605724180077407,-0.0182,0.04127,SR
OP-1906752,612011,"National Shooting Sports Foundation, Inc","National Shooting Sports Foundation, Inc",Y,Nov,2017.0,2.083,Connecticut,2-99,Guaranteed Cost,Manufacturing,1,0.115282921753967,-0.022674,0.0899949967861176,GC
OP-1906753,617262,NCS Technologies,"NCS Technologies, Inc",Y,Nov,2017.0,0.083,NY/NJ,2-99,Guaranteed Cost,Services,1,0.180058311417426,-0.046159,0.125587999820709,GC
OP-1906758,3339350,"Nichirin Tennessee, Inc.","Nichirin Tennessee, Inc.",Y,Nov,2017.0,1.083,California South,100-249,Guaranteed Cost,Wholesale_Trade,1,0.155467587082947,0.130525,0.306284993886948,GC
OP-1906760,614581,"Nieman Printing, Inc.","Nieman Printing, Inc.",Y,Nov,2017.0,1.083,Texas North,2-99,ASO,Manufacturing,1,NULL,NULL,0.0534747707464094,DASO
OP-1906761,614368,Noel's Painting Inc,"Noel Painting of the USA, LLC",N,Nov,2017.0,1.083,Florida Tampa/Orlando,2-99,ASO,Construction,1,NULL,NULL,0.150743868808168,DASO
OP-1906762,606139,Northdown Industries,Northdown Industries,N,Nov,2017.0,6.083,New England,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.170288948953706,DASO
OP-1906764,614617,"Northwest Equipment Sales, Inc.",Northwest Equipment Sales,N,Nov,2017.0,1.083,Pacific Northwest,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.193440728903434,DASO
OP-1906765,606965,Northwood Club,Northwood Club,Y,Nov,2017.0,5.25,Texas North,100-249,ASO,Services,1,NULL,NULL,0.155911170054402,DASO
OP-1906766,3336500,"Nouveau Elevator Industries, Inc.","Nouveau Elevator Industries, Inc.",Y,Nov,2017.0,4.083,NY/NJ,2-99,Guaranteed Cost,Services,1,0.0509338716842827,-0.000881,0.0500079989433289,GC
OP-1906767,612066,NXL Construction Co. Inc.,NXL Construction Co. Inc.,Y,Nov,2017.0,2.083,MD/VA/DC,100-249,ASO,Services,1,NULL,NULL,0.0331721617679883,DASO
OP-1906768,612230,"One Parking, LLC","One Parking, LLC",Y,Nov,2017.0,2.083,NY/NJ,100-249,ASO,Services,1,NULL,NULL,0.0600398907437301,DASO
OP-1906769,609937,Opening Ceremony LLC,Opening Ceremony LLC,Y,Nov,2017.0,3.083,NY/NJ,100-249,ASO,Retail_Trade,1,NULL,NULL,0.0600179882283884,DASO
OP-1906771,605222,Orchard View Farms,"Orchard View, Inc.",Y,Nov,2017.0,8.917,Pacific Northwest,2-99,ASO,Ag_Forestry_Fishing,1,NULL,NULL,0.0980070606724617,DASO
OP-1906772,181452,Oregon Beverage Recycling Cooperative,Oregon Beverage Recycling Cooperative,Y,Nov,2017.0,12.917,Pacific Northwest,100-249,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.127881844105404,DASO
OP-1906773,608366,"Orlando Regional Realtor Association, Inc.","Orlando Regional Realtor Association, Inc.",Y,Nov,2017.0,4.083,Florida Tampa/Orlando,2-99,ASO,Services,1,NULL,NULL,0.0783714757411176,DASO
OP-1906774,3339284,"Oscor, Inc.","Oscor, Inc.",Y,Nov,2017.0,1.083,Florida Tampa/Orlando,250-500,Shared Returns,Manufacturing,1,0.0372817299919159,-0.0104,0.026494,SR
OP-1906775,609808,Outreach Development Corporation,Outreach Development Corporation,Y,Nov,2017.0,3.083,NY/NJ,100-249,Guaranteed Cost,Services,1,0.087638127376312,-0.025641,0.059749998152256,GC
OP-1906776,614673,"P. Scott Lowery Law, P.C.",NULL,N,Nov,2017.0,1.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1906777,617181,"PacifiCap Properties Group, LLC",PacifiCap Properties Group,Y,Nov,2017.0,0.083,Pacific Northwest,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.154141548093857,DASO
OP-1906778,617178,Pacific Coast Transportation,Pacific Coast Transportation,Y,Nov,2017.0,0.083,NY/NJ,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.15243312214673,DASO
OP-1906780,3331460,"Palomar Technologies, Inc.","Palomar Technologies, Inc.",Y,Nov,2017.0,8.083,California South,2-99,Guaranteed Cost,Manufacturing,1,-0.00174096549713598,0.001743,-9.99999997475243e-07,GC
OP-1906781,617196,Pancon Corporation,Pancon Corporation,N,Nov,2017.0,0.083,GA/AL,100-249,ASO,Manufacturing,1,NULL,NULL,0.0874141108895166,DASO
OP-1906782,617226,Paperless Inc,Paperless Inc,Y,Nov,2017.0,0.083,NY/NJ,100-249,Guaranteed Cost,Wholesale_Trade,1,0.0900355340466814,-0.011668,0.0773169994354248,GC
OP-1906783,614454,Pardue Asset Management Co.,Pardue Asset Management Co.,N,Nov,2017.0,1.083,Texas North,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.18394681730012,DASO
OP-1906784,616897,"Patner Construction, Inc","Patner Construction, Inc",Y,Nov,2017.0,0.083,MD/VA/DC,2-99,ASO,Construction,1,NULL,NULL,0.143357653650263,DASO
OP-1906785,168250,"PaulsCorp, LLC.","PaulsCorp, LLC.",Y,Nov,2017.0,17.083,Mountain States,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0448511712473081,DASO
OP-1906787,609748,Performance Software Corporation,Performance Software Corporation,Y,Nov,2017.0,3.083,Arizona,100-249,ASO,Services,1,NULL,NULL,0.100441085802852,DASO
OP-1906788,617111,Perry Corp.,NULL,N,Nov,2017.0,0.083,NY/NJ,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1906789,3338158,City of Memphis Retirees,NULL,N,Jan,2018.0,2.917,Tennessee,O500,ASO,Public_Admin,1,NULL,NULL,NULL,NULL
OP-1906790,609873,Pfister Maintenance,Pfister Maintenance,Y,Nov,2017.0,3.083,NY/NJ,2-99,ASO,Construction,1,NULL,NULL,0.0408056101009755,DASO
OP-1906791,614624,"Phillips Plumbing & Mechanical, Inc.","Phillips Plumbing & Mechanical, Inc.",Y,Nov,2017.0,1.083,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.0899672826790794,DASO
OP-1906792,167341,Pikes Peak Steel,Pikes Peak Steel,N,Nov,2017.0,17.083,Mountain States,2-99,ASO,Manufacturing,1,NULL,NULL,0.0287664397905085,DASO
OP-1906793,608348,Plainview Growers,Plainview Growers,Y,Nov,2017.0,4.083,NY/NJ,2-99,ASO,Ag_Forestry_Fishing,1,NULL,NULL,0.0420285522250918,DASO
OP-1906794,614511,Plansource Benefits Administration Inc,PlanSource Financial Services,N,Nov,2017.0,1.083,Florida Tampa/Orlando,250-500,ASO,Services,1,NULL,NULL,0.273687845061122,DASO
OP-1906795,3325900,"Power Secure International, Inc.","PowerSecure, Inc.",Y,Nov,2017.0,11.083,GA/AL,O500,ASO,Mining,1,NULL,NULL,0.462872467005193,ASO
OP-1906796,614774,Preferred Electric Co,Preferred Electric Co,Y,Nov,2017.0,1.083,Carolinas,2-99,ASO,Construction,1,NULL,NULL,0.300235716586328,DASO
OP-1906797,612018,"Progressive Lighting, Inc.","Progressive Lighting, Inc.",Y,Nov,2017.0,2.083,GA/AL,100-249,Guaranteed Cost,Retail_Trade,1,0.10788477727378,-0.021558,0.0840009972453117,GC
OP-1906798,614560,"Promontory Healthcare Companies, LLC",Promontory Healthcare,N,Nov,2018.0,2.083,Pacific Northwest,250-500,ASO,Services,1,NULL,NULL,0.20849663053177,DASO
OP-1906799,3339402,ProVest LLC,ProVest LLC,Y,Nov,2017.0,1.083,Florida Tampa/Orlando,250-500,ASO,Services,1,NULL,NULL,0.383257210643041,ASO
OP-1906800,617756,Project Bambino,Pugh Lubricants LLC,Y,Nov,2017.0,0.083,GA/AL,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0418974239327694,DASO
OP-1906802,3334050,Hermitage Hotel,Hermitage Hotel,Y,Nov,2017.0,6.083,Tennessee,2-99,Guaranteed Cost,Services,1,0.0733866100615777,-0.003156,0.0699990019202232,GC
OP-1906803,607087,Hewitt Architects,Hewitt Architects,Y,Nov,2017.0,5.083,Pacific Northwest,100-249,ASO,Services,1,NULL,NULL,0.0162007567692108,DASO
OP-1906804,3338159,"HighPoint Solutions, LLC.","HighPoint Solutions, LLC.",Y,Nov,2017.0,2.083,Liberty Valley,O500,ASO,Services,1,NULL,NULL,0.0497789569995322,ASO
OP-1906805,614512,Highvac Corporation,Highvac Corporation,Y,Nov,2017.0,1.083,Mountain States,2-99,ASO,Manufacturing,1,NULL,NULL,0.0805086410228997,DASO
OP-1906807,614387,Housing Resources of Western Colorado,Housing Resources of Western Colorado,Y,Nov,2017.0,1.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.105006044073634,DASO
OP-1906808,612127,PRESTIGE BREAD COMPANY OF JERSEY CITY INC.,Hudson Bread,Y,Nov,2017.0,2.083,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,0.0945922684616538,DASO
OP-1906810,617034,"Kubra Arizona, Inc","Kubra Arizona, Inc.",Y,Jan,2018.0,1.083,Tennessee,100-249,Guaranteed Cost,Services,1,0.10222900421664,-0.008256,0.093129001557827,GC
OP-1906812,614348,"Incapital Holdings, LLC","Incapital Holdings, LLC",Y,Nov,2017.0,1.083,Florida South,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.147629730701464,DASO
OP-1906813,3338257,"Independent Administrative Services, LLC","Independent Administrative Services, LLC",Y,Nov,2017.0,2.083,Florida Tampa/Orlando,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.0657728983013005,ASO
OP-1906814,609965,"Independent Power, Inc.",NULL,N,Nov,2017.0,3.083,Carolinas,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1906816,614333,"Industrial Battery & Charger, Inc.","Industrial Battery & Charger, Inc.",N,Nov,2017.0,1.083,Carolinas,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0725603423830925,DASO
OP-1906817,614665,Infinite Mass Inc.,Infinite Mass Inc.,Y,Jan,2018.0,2.083,Pacific Northwest,2-99,ASO,Services,1,NULL,NULL,0.0865333051659978,DASO
OP-1906818,609777,"Innov8 Partners, Inc.","Innov8 Partners, Inc.",Y,Nov,2017.0,3.083,California North,100-249,ASO,Services,1,NULL,NULL,0.0507285721762463,DASO
OP-1906819,617115,"Innovative Technology Partnerships, LLC","Innovative Technology Partnerships, LLC",N,Jan,2018.0,1.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.0637130826467152,DASO
OP-1906820,617068,Inova Payroll Inc,Inova Payroll Inc,N,Jan,2018.0,1.083,Tennessee,2-99,Guaranteed Cost,Services,1,0.275768109512238,0.431431,0.826174020767212,GC
OP-1906821,617127,BMGI Corporation,"Inspiring Us, LLC",Y,Nov,2017.0,0.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.194989412344784,DASO
OP-1906823,609792,"Institute of Internal Auditors, Inc","Institute of Internal Auditors, Inc",Y,Nov,2017.0,3.083,Florida Tampa/Orlando,100-249,Guaranteed Cost,Services,1,-0.0225747105945554,0.049493,0.0258009992539883,GC
OP-1906824,614505,Integrated Water Services Inc.,"Integrated Water Services, Inc.",N,Nov,2017.0,1.083,Mountain States,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.101785362786136,DASO
OP-1906825,4004019,"Integreon Managed Solutions, Inc.","Integreon Managed Solutions, Inc.",Y,Nov,2017.0,10.083,California South,250-500,Guaranteed Cost,Services,1,0.374828477912145,-0.096328,0.242394000291824,GC
OP-1906826,614402,Intelligent Waves LLC,Intelligent Waves  LLC,Y,Nov,2017.0,1.083,MD/VA/DC,100-249,ASO,Services,1,NULL,NULL,0.195667624817625,DASO
OP-1906827,609855,"InterConnect Wiring, LLP","InterConnect Wiring, LLP",N,Nov,2017.0,3.083,Texas North,2-99,ASO,Manufacturing,1,NULL,NULL,0.164099905300906,DASO
OP-1906829,617074,"Intradeco, Inc.",Intradeco,Y,Jan,2018.0,1.083,Florida South,250-500,ASO,Wholesale_Trade,1,NULL,NULL,0.0800243789077113,DASO
OP-1906832,612080,"J. F. Lomma, Inc.","J. F. Lomma, Inc.",Y,Nov,2017.0,2.083,NY/NJ,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.13012111231592,DASO
OP-1906834,617123,James C Hailey & Co,James C Hailey & Co,Y,Nov,2017.0,0.083,Tennessee,2-99,ASO,Services,1,NULL,NULL,0.260594982069068,DASO
OP-1906835,3335206,"Jellco Container, Inc.","Jellco Container, Inc.",Y,Nov,2017.0,5.083,California South,2-99,Guaranteed Cost,Manufacturing,1,0.0225718589665667,-0.002519,0.0199960004538298,GC
OP-1906836,608306,"Jesco, Inc.","Jesco, Inc.",Y,Nov,2017.0,4.083,NY/NJ,100-249,Guaranteed Cost,Wholesale_Trade,1,0.0982053802865779,0.019883,0.120040997862816,GC
OP-1906837,617138,"JMS Marine Services, LLC",JMS Marine Services LLC,Y,Nov,2017.0,0.083,North Texas,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0798067828023044,DASO
OP-1906839,607135,Joe East Enterprises,Joe East Enterprises,Y,Nov,2017.0,5.083,Texas North,2-99,ASO,Services,1,NULL,NULL,0.148428446630291,DASO
OP-1906840,616803,Joes Real BBQ,Joes Real BBQ,Y,Nov,2017.0,0.083,Arizona,2-99,ASO,Retail_Trade,1,NULL,NULL,0.150018332742489,DASO
OP-1906841,609733,"Johns Eastern Company, Inc.","Johns Eastern Company, Inc.",Y,Nov,2017.0,3.583,Florida Tampa/Orlando,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0939091988133756,DASO
OP-1906843,614510,"Journal Communications, Inc.","Journal Communications, Inc.",Y,Nov,2017.0,1.083,Tennessee,2-99,ASO,Manufacturing,1,NULL,NULL,0.112528026926197,DASO
OP-1906844,617198,Joyce Manufacturing Co.,Joyce Manufacturing Company,Y,Nov,2017.0,0.083,Liberty Valley,2-99,ASO,Manufacturing,1,NULL,NULL,0.156094103309547,DASO
OP-1906845,3338195,"Julia Dyckman Andrus Memorial, Inc.","Julia Dyckman Andrus Memorial, Inc.",Y,Nov,2017.0,2.083,NY/NJ,250-500,Minimum Premium,Services,1,0.132289,0.0,0.132289,SR
OP-1906846,614416,JVM Realty Corporation,JVM Realty Corporation,N,Nov,2017.0,1.083,Midwest,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.290048917115943,DASO
OP-1906848,3340259,Kelly Generator & Equipment Inc.,Kelly Generator & Equipment Inc.,Y,Nov,2017.0,0.083,MD/VA/DC,2-99,Guaranteed Cost,Wholesale_Trade,1,0.133400038428403,-0.014513,0.116951003670692,GC
OP-1906850,608147,Kensico Capital Management,Kensico Capital Management Corp.,Y,Nov,2017.0,4.083,NY/NJ,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0674602203142296,DASO
OP-1906851,608301,Kimre Inc,Kimre Inc,Y,Nov,2017.0,4.083,Florida South,2-99,ASO,Manufacturing,1,NULL,NULL,-0.00592102549566909,DASO
OP-1906852,616997,"KIND, Inc","KIND, Inc",Y,Nov,2017.0,0.083,Liberty Valley,100-249,Guaranteed Cost,Services,1,0.145317666324484,-0.029939,0.111028000712395,GC
OP-1906853,612192,"Kirk Rudy, Inc","Kirk Rudy, Inc",Y,Nov,2017.0,2.083,GA/AL,100-249,ASO,Manufacturing,1,NULL,NULL,0.0914375205896341,DASO
OP-1906854,3339379,"Koide Tennessee, Inc.","Koide Tennessee, Inc.",Y,Nov,2017.0,1.083,NY/NJ,O500,Guaranteed Cost,Manufacturing,1,0.0,0.0,0.0,SR
OP-1906857,616952,"Lange Mechanical Services, LP","Lange Mechanical Services, LP",N,Nov,2017.0,0.083,North Texas,2-99,ASO,Construction,1,NULL,NULL,-1.46491442789554e-05,DASO
OP-1906858,606135,"Laser Technology, Inc.","Laser Technology, Inc.",Y,Nov,2017.0,6.083,Mountain States,100-249,ASO,Manufacturing,1,NULL,NULL,0.095124875737542,DASO
OP-1906859,614420,"Leapfrog Services, Inc.","Leapfrog Services, Inc.",Y,Nov,2017.0,1.083,GA/AL,2-99,ASO,Services,1,NULL,NULL,0.097540654887796,DASO
OP-1906860,609895,"Leeds West Investment Group, LLC","Leeds West Investment Group, LLC",Y,Nov,2017.0,3.083,Mountain States,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0598863075891025,DASO
OP-1906861,3340165,"LERETA, LLC","LERETA, LLC",Y,Nov,2017.0,0.083,California South,250-500,Shared Returns,Finance_Insur_RlEstate,1,0.138226,0.0,0.138226,SR
OP-1906863,617128,"LF Manufacturing, Inc.","LF Manufacturing, Inc.",Y,Nov,2017.0,0.083,North Texas,100-249,ASO,Manufacturing,1,NULL,NULL,0.144499625338947,DASO
OP-1906864,612010,Light Industries Service Corporation,Light Industries Services Corporation,N,Nov,2017.0,2.083,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.45715877192688,DASO
OP-1906866,612186,Links of London,Links of London,Y,Nov,2017.0,2.083,NY/NJ,2-99,ASO,Services,1,NULL,NULL,0.0866495142677883,DASO
OP-1906868,3332289,"LOR, Inc.","LOR, Inc.",Y,Nov,2017.0,7.083,GA/AL,O500,ASO,Manufacturing,1,NULL,NULL,-0.0196461571603989,ASO
OP-1906869,614448,Loveland Classical Schools,Loveland Classical Schools,Y,Nov,2017.0,1.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.0909847088584823,DASO
OP-1906870,3315304,Luck Stone Corporation,Luck Stone Corporation,Y,Nov,2017.0,12.083,MD/VA/DC,O500,ASO,Mining,1,NULL,NULL,-0.191857774518767,ASO
OP-1906872,614564,"M.A.C. Medical, Inc.","M.A.C. Medical, Inc.",Y,Nov,2017.0,1.083,MidAmerica,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.080747318594196,DASO
OP-1906873,3333989,M1RE 224 Corp. dba Faconnable USA Corp.,M1RE 224 Corp. dba Faconnable USA Corp.,N,Nov,2017.0,6.083,NY/NJ,2-99,Guaranteed Cost,Services,1,0.297294080534596,0.003804,0.302228987216949,GC
OP-1906874,617098,MACRO INTEGRATION SERVICES INC.,MACRO INTEGRATION SERVICES,Y,Nov,2017.0,0.083,Carolinas,2-99,ASO,Construction,1,NULL,NULL,0.0949483194785485,DASO
OP-1906875,3340245,Majestic Realty Co.,Majestic Realty Co.,Y,Nov,2017.0,0.083,California South,250-500,Shared Returns,Finance_Insur_RlEstate,1,0.0860650000000001,0.0,0.086065,SR
OP-1906876,3338386,Manifest LLC,Manifest LLC,Y,Nov,2017.0,2.083,NY/NJ,250-500,Shared Returns,Services,1,0.0433451417004049,-0.012,0.030825,SR
OP-1906877,605719,"M.D. Fence Company, Inc.","M.D. Fence Company, Inc.",N,Nov,2017.0,7.083,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.186263589119454,DASO
OP-1906878,612015,Markon Inc.,Markon Inc.,Y,Nov,2017.0,2.083,MD/VA/DC,100-249,ASO,Services,1,NULL,NULL,0.0880254393748166,DASO
OP-1906880,617293,"MBF Industries, Inc.","MBF Industries, Inc.",Y,Nov,2017.0,0.083,Florida Tampa/Orlando,2-99,ASO,Manufacturing,1,NULL,NULL,0.110048229486038,DASO
OP-1906882,3332135,"Medieval Times USA, Inc","Medieval Times USA, Inc",Y,Nov,2017.0,7.083,Texas North,O500,ASO,Services,1,NULL,NULL,0.0812311432073975,ASO
OP-1906883,3340188,Mercantil Commercebank,Mercantil Commercebank,Y,Nov,2017.0,0.083,Florida South,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0,ASO
OP-1906884,609866,Merit Diamond Corporation,Merit Diamond Corporation,Y,Nov,2017.0,3.083,Florida South,2-99,ASO,Manufacturing,1,NULL,NULL,0.154728772241668,DASO
OP-1906886,612040,"MeritDirect, LLC","MeritDirect, LLC",Y,Nov,2017.0,2.083,NY/NJ,100-249,ASO,Services,1,NULL,NULL,0.0201687248026767,DASO
